Title,Rating Value,Rating Count,Time,Image URL,Ingredients,Dietary Info,URL
Avocado pasta with peas and mint ,4.0,37,less than 30 mins,https://ichef.bbci.co.uk/food/ic/food_16x9_1600/recipes/avocado_pasta_with_peas_31700_16x9.jpg,"375g/13oz pasta, such as penne or fusilli1 large avocado (or 2 small) 2 garlic cloves2 tbsp coconut oil, meltedÂ½ tsp salt 1 lemon, juice and zest 6 fresh mint leaves150g/5Â½oz fresh peas (or frozen and defrosted) 1 large red chilli (optional) ","Dairy-free, Vegan, Egg-free, Healthy, Vegetarian, Pregnancy-friendly, Nut-free",https://www.bbc.co.uk/food/recipes/avocado_pasta_with_peas_31700
